time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1988-01-27T07:11:54.810Z,-8.849,124.076,140.8,5,mb,,,,1.3,us,usp0003cfb,2014-11-07T00:41:33.073Z,"51 km NW of Pante Makasar, Timor Leste",earthquake,,13,,10,reviewed,us,us
1988-01-26T09:03:10.080Z,-8.364,119.595,198.9,3.9,mb,,,,0.7,us,usp0003cdw,2014-11-07T00:41:32.577Z,"27 km NNE of Komodo, Indonesia",earthquake,,10.2,,1,reviewed,us,us
1987-12-28T08:52:19.320Z,-10.012,118.572,33,3.3,mb,,,,0.6,us,usp0003bm5,2014-11-07T00:41:25.301Z,"163 km S of Dompu, Indonesia",earthquake,,,,1,reviewed,us,us
1987-12-28T07:46:53.270Z,-8.721,121.587,158.8,4.8,mb,,,,1,us,usp0003bm3,2014-11-07T00:41:25.258Z,"15 km NNW of Ende, Indonesia",earthquake,,15,,8,reviewed,us,us
1987-12-23T20:51:30.840Z,-9.163,118.515,33,4.5,mb,,,,0.9,us,usp0003bgy,2014-11-07T00:41:24.867Z,"69 km S of Dompu, Indonesia",earthquake,,,,3,reviewed,us,us
1987-12-22T03:50:34.940Z,-8.687,118.868,33,4.5,mb,,,,0.4,us,usp0003bfj,2014-11-07T00:41:24.717Z,"29 km SSE of Bima, Indonesia",earthquake,,,,3,reviewed,us,us
1987-12-18T02:35:42.700Z,-8.161,121.028,33,4.5,mb,,,,1.1,us,usp0003bce,2014-11-07T00:41:24.213Z,"79 km NE of Ruteng, Indonesia",earthquake,,,,1,reviewed,us,us
1987-12-16T20:03:46.800Z,-9.146,124.011,33,4.8,mb,,,,1,us,usp0003bbf,2014-11-07T00:41:24.054Z,"41 km W of Pante Makasar, Timor Leste",earthquake,,,,1,reviewed,us,us
1987-12-16T03:42:38.220Z,-9.225,118.874,111,4.4,mb,,,,1.4,us,usp0003bat,2014-11-07T00:41:24.010Z,"Sumbawa region, Indonesia",earthquake,,14.2,,4,reviewed,us,us
1987-12-11T18:24:41.150Z,-8.043,119.921,174.5,4.1,mb,,,,0.9,us,usp0003b6t,2014-11-07T00:41:22.816Z,"50 km N of Labuan Bajo, Indonesia",earthquake,,23.4,,2,reviewed,us,us
1987-12-08T18:36:11.830Z,-9.735,118.985,33,4,mb,,,,0.8,us,usp0003b3b,2014-11-07T00:41:21.965Z,"138 km SSW of Komodo, Indonesia",earthquake,,,,2,reviewed,us,us
1987-12-06T19:14:59.770Z,-8.413,124.089,159.8,4.7,mb,,,,0.9,us,usp0003b0z,2014-11-07T00:41:21.401Z,"92 km NNW of Pante Makasar, Timor Leste",earthquake,,40,,2,reviewed,us,us
1987-12-01T21:33:42.470Z,-8.831,120.514,33,4.3,mb,,,,1.2,us,usp0003aub,2014-11-07T00:41:19.572Z,"24 km SSE of Ruteng, Indonesia",earthquake,,,,2,reviewed,us,us
1987-11-29T03:45:47.150Z,-11.548,120.73,33,3.6,mb,,,,1.4,us,usp0003ann,2014-11-07T00:41:16.203Z,"215 km SSE of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
1987-11-26T03:51:35.040Z,-9.442,124.722,33,4.2,mb,,,,1.4,us,usp0003ajt,2014-11-07T00:41:15.805Z,"26 km E of Kefamenanu, Indonesia",earthquake,,,,3,reviewed,us,us
1987-11-26T02:10:17.560Z,-8.352,124.223,33,5.1,mb,,,,1.4,us,usp0003ajs,2014-11-07T00:41:15.798Z,"95 km N of Pante Makasar, Timor Leste",earthquake,,,,8,reviewed,us,us
1987-11-26T01:43:14.050Z,-8.247,124.155,33,6.7,mw,,,,1.3,us,usp0003ajq,2022-04-27T21:30:37.114Z,"108 km NNW of Pante Makasar, Timor Leste",earthquake,,,,,reviewed,us,nc
1987-11-22T14:54:16.830Z,-8.312,118.922,174.9,4.3,mb,,,,0.9,us,usp0003ac6,2014-11-07T00:41:14.800Z,"27 km NE of Bima, Indonesia",earthquake,,9.5,,4,reviewed,us,us
1987-11-18T06:36:17.130Z,-9.67,119.625,55.3,4.7,mb,,,,1.4,us,usp0003a7s,2014-11-07T00:41:14.267Z,"70 km W of Waingapu, Indonesia",earthquake,,15.5,,4,reviewed,us,us
1987-11-12T11:50:46.560Z,-8.983,119.074,90,4.8,mb,,,,1.3,us,usp0003a33,2014-11-07T00:41:13.455Z,"63 km SW of Komodo, Indonesia",earthquake,,11.5,,4,reviewed,us,us
1987-11-09T09:53:22.920Z,-8.079,123.328,197,4.8,mb,,,,1.1,us,usp0003a08,2014-11-07T00:41:12.836Z,"136 km ENE of Maumere, Indonesia",earthquake,,9.9,,6,reviewed,us,us
1987-10-30T17:40:45.390Z,-9.384,123.224,76.3,4.1,mb,,,,1.4,us,usp00039rx,2014-11-07T00:41:08.016Z,"64 km WNW of Naisano Dua, Indonesia",earthquake,,32.7,,1,reviewed,us,us
1987-10-30T15:42:20.780Z,-11.496,119.304,33,3.2,mb,,,,1,us,usp00039rv,2014-11-07T00:41:08.013Z,"228 km SSW of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
1987-10-27T15:34:56.230Z,-9.941,121.001,33,4.1,mb,,,,1.3,us,usp00039nw,2014-11-07T00:41:07.436Z,"86 km ESE of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
1987-10-26T20:09:26.950Z,-10.884,120.587,33,3.3,mb,,,,1.1,us,usp00039mv,2014-11-07T00:41:07.048Z,"140 km SSE of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
1987-10-12T12:33:10.230Z,-10.855,124.861,33,4.6,mb,,,,1.5,us,usp000396r,2014-11-07T00:41:04.859Z,"126 km SSE of Soe, Indonesia",earthquake,,,,1,reviewed,us,us
1987-09-30T22:14:39.210Z,-9.029,123.544,127.2,4.9,mb,,,,1.2,us,usp00038v8,2014-11-07T00:40:58.730Z,"67 km NNW of Naisano Dua, Indonesia",earthquake,,6.7,,15,reviewed,us,us
1987-09-30T11:32:56.240Z,-8.924,124.467,184.3,4.3,mb,,,,0.6,us,usp00038ux,2014-11-07T00:40:58.712Z,"31 km NNE of Pante Makasar, Timor Leste",earthquake,,49.2,,2,reviewed,us,us
1987-09-23T23:20:39.930Z,-10.46,118.656,33,4.1,mb,,,,1.1,us,usp00038nh,2014-11-07T00:40:57.937Z,"197 km WSW of Waingapu, Indonesia",earthquake,,,,3,reviewed,us,us
1987-09-08T12:50:20.760Z,-9.666,122.637,33,4.3,mb,,,,1.4,us,usp000387b,2014-11-07T00:40:55.437Z,"120 km WNW of Kupang, Indonesia",earthquake,,,,3,reviewed,us,us
1987-09-02T20:22:55.860Z,-9.15,118.93,33,3.1,mb,,,,0.8,us,usp0003815,2014-11-07T00:40:53.300Z,"79 km SSE of Bima, Indonesia",earthquake,,,,1,reviewed,us,us
1987-08-21T20:20:30.550Z,-8.179,119.795,177.2,5,mb,,,,1.3,us,usp00037pz,2014-11-07T00:40:49.440Z,"36 km NNW of Labuan Bajo, Indonesia",earthquake,,19.8,,2,reviewed,us,us
1987-08-21T16:58:32.130Z,-10.561,119.228,33,3.5,mb,,,,1.5,us,usp00037pr,2014-11-07T00:40:49.348Z,"Sumba region, Indonesia",earthquake,,,,1,reviewed,us,us
1987-08-15T13:36:30.250Z,-8.151,118.73,191,4.8,mb,,,,1,us,usp00037jj,2014-11-07T00:40:48.849Z,"34 km N of Bima, Indonesia",earthquake,,6.6,,8,reviewed,us,us
1987-08-14T00:50:33.270Z,-8.195,119.833,180.8,4.7,mb,,,,1.4,us,usp00037gt,2014-11-07T00:40:48.557Z,"33 km N of Labuan Bajo, Indonesia",earthquake,,11.5,,6,reviewed,us,us
1987-08-02T19:08:24.160Z,-8.971,123.904,42.9,4.8,mb,,,,1.2,us,usp0003764,2014-11-07T00:40:45.875Z,"58 km WNW of Pante Makasar, Timor Leste",earthquake,,12.3,,11,reviewed,us,us
1987-07-27T11:46:19.880Z,-11.438,118.635,33,3.1,mb,,,,1,us,usp00036zh,2014-11-07T00:40:42.207Z,"265 km SW of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
1987-07-24T10:54:52.760Z,-8.083,122.4,200.7,5,mb,,,,1.2,us,usp00036x7,2014-11-07T00:40:41.973Z,"Flores region, Indonesia",earthquake,,9.7,,11,reviewed,us,us
1987-07-13T23:45:46.960Z,-9.74,122.639,33,4.7,mb,,,,1.5,us,usp00036my,2014-11-07T00:40:40.820Z,"116 km WNW of Kupang, Indonesia",earthquake,,,,6,reviewed,us,us
1987-07-10T14:04:01.100Z,-9.79,118.175,66,4.7,mb,,,,1.4,us,usp00036hq,2014-11-07T00:40:40.311Z,"142 km SSW of Dompu, Indonesia",earthquake,,15.2,,8,reviewed,us,us
1987-07-03T17:54:13.740Z,-8.329,123.499,215.4,4.5,mb,,,,1,us,usp00036a1,2014-11-07T00:40:37.787Z,"136 km NW of Pante Makasar, Timor Leste",earthquake,,11.5,,1,reviewed,us,us
1987-07-01T22:42:34.380Z,-8.791,118.586,97.8,3.6,mb,,,,1.2,us,usp000368e,2014-11-07T00:40:36.677Z,"31 km SSE of Dompu, Indonesia",earthquake,,29.4,,1,reviewed,us,us
1987-06-26T16:59:18.550Z,-8.062,124.261,178.1,4,mb,,,,0.9,us,usp000363h,2014-11-07T00:40:34.052Z,"120 km WNW of Maubara, Timor Leste",earthquake,,37.8,,2,reviewed,us,us
1987-06-20T13:06:56.370Z,-9.587,120.379,33,3.2,mb,,,,1,us,usp00035y1,2014-11-07T00:40:33.370Z,"14 km ENE of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
1987-06-20T11:06:47.470Z,-8.742,122.736,137.8,4,mb,,,,1.3,us,usp00035xx,2014-11-07T00:40:33.359Z,"59 km ESE of Maumere, Indonesia",earthquake,,33.8,,1,reviewed,us,us
1987-06-14T17:47:58.300Z,-10.363,119.157,33,3.9,mb,,,,1.6,us,usp00035sx,2014-11-07T00:40:32.566Z,"144 km WSW of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
1987-06-12T22:04:35.360Z,-9.934,124.557,33,4.4,mb,,,,1.1,us,usp00035rh,2014-11-07T00:40:32.296Z,"31 km ESE of Soe, Indonesia",earthquake,,,,2,reviewed,us,us
1987-06-09T02:39:00.450Z,-8.849,121.539,33,4.7,mb,,,,1.3,us,usp00035n9,2014-11-07T00:40:31.826Z,"13 km W of Ende, Indonesia",earthquake,,,,2,reviewed,us,us
1987-06-05T00:21:10.990Z,-10.462,119.745,33,4.7,mb,,,,0.9,us,usp00035he,2014-11-07T00:40:30.376Z,"105 km SSW of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
1987-06-04T11:16:07.050Z,-8.762,119.321,125.4,4.6,mb,,,,1.5,us,usp00035gy,2014-11-07T00:40:30.194Z,"26 km SW of Komodo, Indonesia",earthquake,,14.3,,6,reviewed,us,us
1987-05-31T16:06:57.160Z,-11.488,118.335,33,5.2,mb,,,,1.1,us,usp00035dx,2014-11-07T00:40:27.357Z,"292 km SW of Waingapu, Indonesia",earthquake,,,,6,reviewed,us,us
1987-05-24T09:18:15.720Z,-11.574,118.196,33,4.6,mb,,,,0.9,us,usp000357n,2014-11-07T00:40:25.967Z,"south of Sumbawa, Indonesia",earthquake,,,,7,reviewed,us,us
1987-05-21T13:37:51.780Z,-10.586,119.443,33,4.9,mb,,,,1.5,us,usp000355m,2014-11-07T00:40:25.782Z,"136 km SW of Waingapu, Indonesia",earthquake,,,,7,reviewed,us,us
1987-05-21T03:30:15.410Z,-10.604,119.465,41.1,4.6,mb,,,,1.3,us,usp000355b,2014-11-07T00:40:25.750Z,"136 km SW of Waingapu, Indonesia",earthquake,,15.9,,5,reviewed,us,us
1987-05-17T09:57:52.790Z,-10.449,119.53,33,4.8,mb,,,,0.9,us,usp000352j,2014-11-07T00:40:25.140Z,"118 km SW of Waingapu, Indonesia",earthquake,,,,7,reviewed,us,us
1987-05-12T07:54:43.340Z,-8.674,123.853,107.5,4.2,mb,,,,1.6,us,usp00034y7,2014-11-07T00:40:24.617Z,"82 km NW of Pante Makasar, Timor Leste",earthquake,,16.7,,2,reviewed,us,us
1987-05-12T04:12:50.560Z,-8.303,119.59,180.7,4.7,mb,,,,1.6,us,usp00034xw,2014-11-07T00:40:24.573Z,"33 km NNE of Komodo, Indonesia",earthquake,,14,,2,reviewed,us,us
1987-04-23T03:34:53.860Z,-10.641,123.955,33,4.1,mb,,,,1.5,us,usp00034d3,2014-11-07T00:40:16.699Z,"64 km SE of Kupang, Indonesia",earthquake,,,,1,reviewed,us,us
1987-04-22T05:19:18.920Z,-9.093,124.578,181.3,4.1,mb,,,,0.7,us,usp00034c2,2014-11-07T00:40:16.560Z,"24 km ENE of Pante Makasar, Timor Leste",earthquake,,39.7,,1,reviewed,us,us
1987-04-21T10:05:38.210Z,-9.15,122.212,33,3.3,mb,,,,1,us,usp00034b0,2014-11-07T00:40:16.193Z,"58 km S of Maumere, Indonesia",earthquake,,,,1,reviewed,us,us
1987-04-21T05:53:42.470Z,-8.516,118.928,33,3.2,mb,,,,0.5,us,usp00034ax,2014-11-07T00:40:16.188Z,"23 km ESE of Bima, Indonesia",earthquake,,,,1,reviewed,us,us
1987-04-06T16:44:06.400Z,-11.57,118.079,33,3.8,mb,,,,1,us,usp00033yq,2014-11-07T00:40:12.827Z,"south of Sumbawa, Indonesia",earthquake,,,,2,reviewed,us,us
1987-04-01T09:25:14.380Z,-10.749,120.719,33,4,mb,,,,1.5,us,usp00033tv,2014-11-07T00:40:10.823Z,"130 km SSE of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
1987-03-17T21:31:02.230Z,-9.328,123.501,33,4.9,mb,,,,1.5,us,usp00033d8,2014-11-07T00:40:04.793Z,"42 km NW of Naisano Dua, Indonesia",earthquake,,,,10,reviewed,us,us
1987-03-12T11:59:24.810Z,-9.911,119.178,33,4.5,mb,,,,1.1,us,usp000337y,2014-11-07T00:40:03.514Z,"122 km WSW of Waingapu, Indonesia",earthquake,,,,6,reviewed,us,us
1987-03-06T09:36:24.480Z,-11.178,119.498,33,3.9,mb,,,,1,us,usp0003318,2014-11-07T00:40:01.464Z,"188 km SSW of Waingapu, Indonesia",earthquake,,,,3,reviewed,us,us
1987-02-28T04:15:06.460Z,-9.772,118.261,59.3,4.9,mb,,,,1.2,us,usp00032v8,2014-11-07T00:39:54.509Z,"138 km S of Dompu, Indonesia",earthquake,,10.1,,12,reviewed,us,us
1987-02-27T06:44:47.680Z,-11.447,122.318,33,4,mb,,,,1.1,us,usp00032u3,2014-11-07T00:39:54.192Z,"199 km SW of Kupang, Indonesia",earthquake,,,,1,reviewed,us,us
1987-02-19T06:12:14.350Z,-11.455,118.724,33,4.2,mb,,,,0.9,us,usp00032kz,2014-11-07T00:39:52.860Z,"260 km SW of Waingapu, Indonesia",earthquake,,,,3,reviewed,us,us
1987-02-17T04:39:36.270Z,-11.52,119.803,33,3.9,mb,,,,1.1,us,usp00032jf,2014-11-07T00:39:52.491Z,"212 km SSW of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
1987-02-07T19:21:59.870Z,-8.712,118.88,91.1,4.9,mb,,,,1.2,us,usp000328v,2014-11-07T00:39:48.412Z,"32 km SSE of Bima, Indonesia",earthquake,,12.5,,14,reviewed,us,us
1987-01-29T08:48:46.880Z,-9.094,123.888,33,4.5,mb,,,,0.9,us,usp000320k,2014-11-07T00:39:41.224Z,"55 km WNW of Pante Makasar, Timor Leste",earthquake,,,,3,reviewed,us,us
1987-01-13T17:53:13.450Z,-10.368,120.287,33,3.6,mb,,,,0.6,us,usp00031mz,2014-11-07T00:39:39.140Z,"78 km S of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
1986-12-27T01:00:13.360Z,-11.49,118.224,33,4.9,mb,,,,1.2,us,usp0003161,2014-11-07T00:39:31.480Z,"south of Sumbawa, Indonesia",earthquake,,,,1,reviewed,us,us
1986-12-23T11:13:43.980Z,-8.19,119.95,170.7,4.8,mb,,,,0.5,us,usp0003139,2014-11-07T00:39:31.108Z,"34 km NNE of Labuan Bajo, Indonesia",earthquake,,11.3,,3,reviewed,us,us
1986-12-19T03:41:55.310Z,-9.917,119.201,24.9,6.5,mw,,,,1.4,us,usp00030zf,2022-04-27T21:58:13.976Z,"120 km WSW of Waingapu, Indonesia",earthquake,,,,,reviewed,us,nc
1986-12-18T11:15:04.240Z,-11.444,118.712,33,3.5,mb,,,,0.7,us,usp00030ym,2014-11-07T00:39:30.200Z,"260 km SW of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
1986-12-05T15:51:33.240Z,-9.944,119.705,33,3.1,mb,,,,1.6,us,usp00030n9,2014-11-07T00:39:27.737Z,"69 km WSW of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
1986-11-21T12:56:28.340Z,-9.304,123.355,137.3,4.7,mb,,,,1.3,us,usp000308e,2014-11-07T00:39:22.025Z,"56 km NW of Naisano Dua, Indonesia",earthquake,,11.6,,1,reviewed,us,us
1986-11-20T22:49:42.370Z,-10.07,120.661,33,4.3,mb,,,,1.3,us,usp000307b,2014-11-07T00:39:21.950Z,"Sumba region, Indonesia",earthquake,,,,2,reviewed,us,us
1986-11-01T10:45:39.190Z,-8.324,119.669,159.2,4.3,mb,,,,1.3,us,usp0002zjr,2014-11-07T00:39:15.109Z,"30 km NW of Labuan Bajo, Indonesia",earthquake,,24.9,,1,reviewed,us,us
1986-10-28T14:24:13.150Z,-11.564,119.033,33,4.6,mb,,,,0.8,us,usp0002zf4,2014-11-07T00:39:12.217Z,"250 km SSW of Waingapu, Indonesia",earthquake,,,,3,reviewed,us,us
1986-10-01T04:42:27.150Z,-9.183,124.342,72.7,4.4,mb,,,,1.5,us,usp0002yja,2014-11-07T00:39:05.399Z,"4 km WNW of Pante Makasar, Timor Leste",earthquake,,13,,7,reviewed,us,us
1986-09-28T14:54:03.080Z,-9.817,120.684,33,4.2,mb,,,,1.2,us,usp0002yg0,2014-11-07T00:39:03.710Z,"49 km ESE of Waingapu, Indonesia",earthquake,,,,3,reviewed,us,us
1986-09-27T10:37:23.280Z,-9.921,120.525,33,4.8,mb,,,,1.1,us,usp0002yeg,2014-11-07T00:39:03.593Z,"40 km SE of Waingapu, Indonesia",earthquake,,,,6,reviewed,us,us
1986-09-27T06:10:39.650Z,-8.966,123.225,33,4.8,mb,,,,1.1,us,usp0002yea,2014-11-07T00:39:03.579Z,"92 km NW of Naisano Dua, Indonesia",earthquake,,,,5,reviewed,us,us
1986-09-24T17:49:23.630Z,-9.847,118.809,33,4.4,mb,,,,1.1,us,usp0002ybq,2014-11-07T00:39:02.901Z,"149 km SSE of Dompu, Indonesia",earthquake,,,,2,reviewed,us,us
1986-09-16T01:23:10.130Z,-9.344,122.061,33,4.8,mb,,,,1.4,us,usp0002y4g,2014-11-07T00:39:01.039Z,"70 km SE of Ende, Indonesia",earthquake,,,,7,reviewed,us,us
1986-08-31T14:34:31.600Z,-11.34,118.777,33,4.8,mb,,,,1.1,us,usp0002xq4,2014-11-07T00:38:54.303Z,"247 km SW of Waingapu, Indonesia",earthquake,,,,4,reviewed,us,us
1986-08-30T15:04:46.440Z,-8.258,121.118,210.1,4.3,mb,,,,1,us,usp0002xp6,2014-11-07T00:38:54.113Z,"81 km ENE of Ruteng, Indonesia",earthquake,,14.2,,3,reviewed,us,us
1986-08-30T11:37:03.050Z,-11.223,118.477,33,5,mb,,,,1.2,us,usp0002xnv,2014-11-07T00:38:54.096Z,"261 km SW of Waingapu, Indonesia",earthquake,,,,7,reviewed,us,us
1986-08-16T23:25:44.910Z,-8.492,121.684,122.5,5.2,mb,,,,1.4,us,usp0002x7h,2014-11-07T00:38:51.900Z,"38 km N of Ende, Indonesia",earthquake,,11.5,,18,reviewed,us,us
1986-08-15T00:41:20.470Z,-8.689,124.212,107.6,5.8,mb,,,,1.4,us,usp0002x5t,2022-04-27T22:07:18.410Z,"59 km NNW of Pante Makasar, Timor Leste",earthquake,,,,31,reviewed,us,us
1986-08-11T18:00:57.930Z,-9.167,120.157,79.6,4.8,mb,,,,1.7,us,usp0002x24,2014-11-07T00:38:50.972Z,"55 km NNW of Waingapu, Indonesia",earthquake,,16.1,,4,reviewed,us,us
1986-08-10T15:31:41.780Z,-10.711,118.905,33,2.8,mb,,,,1.6,us,usp0002x16,2014-11-07T00:38:50.823Z,"189 km SW of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
1986-08-09T20:03:00.580Z,-9.568,123.338,33,4.6,mb,,,,1.4,us,usp0002x0g,2014-11-07T00:38:50.703Z,"47 km W of Naisano Dua, Indonesia",earthquake,,,,4,reviewed,us,us
1986-08-06T01:49:12.460Z,-8.081,119.882,210.9,4.5,mb,,,,1.4,us,usp0002wx2,2014-11-07T00:38:49.163Z,"45 km N of Labuan Bajo, Indonesia",earthquake,,13.3,,2,reviewed,us,us
1986-08-03T16:02:36.210Z,-11.514,118.601,33,4.7,mb,,,,0.8,us,usp0002wun,2014-11-07T00:38:48.446Z,"274 km SW of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
1986-07-20T02:48:55.160Z,-10.465,123.899,33,4.7,mb,,,,1.4,us,usp0002w6x,2014-11-07T00:38:42.830Z,"45 km SE of Kupang, Indonesia",earthquake,,,,5,reviewed,us,us
1986-07-18T22:09:05.460Z,-10.41,123.968,33,4.6,mb,,,,1.5,us,usp0002w5b,2014-11-07T00:38:42.542Z,"47 km ESE of Kupang, Indonesia",earthquake,,,,3,reviewed,us,us
1986-07-17T21:15:15.120Z,-10.304,123.609,33,5,mb,,,,1.5,us,usp0002w4c,2022-04-27T22:09:51.202Z,"14 km S of Kupang, Indonesia",earthquake,,,,12,reviewed,us,us
1986-07-17T09:58:14.590Z,-10.027,119.552,33,4.4,mb,,,,1.3,us,usp0002w3h,2014-11-07T00:38:42.199Z,"88 km WSW of Waingapu, Indonesia",earthquake,,,,3,reviewed,us,us
1986-07-10T05:43:16.630Z,-8.954,124.295,33,4.9,mb,,,,1.3,us,usp0002vwd,2014-11-07T00:38:40.811Z,"28 km NNW of Pante Makasar, Timor Leste",earthquake,,,,9,reviewed,us,us
1986-07-09T07:37:36.840Z,-8.772,122.697,135.6,4.1,mb,,,,1.5,us,usp0002vvd,2014-11-07T00:38:40.614Z,"56 km ESE of Maumere, Indonesia",earthquake,,20.7,,1,reviewed,us,us
1986-07-08T23:24:05.520Z,-8.03,123.059,233.2,4.5,mb,,,,0.6,us,usp0002vv4,2014-11-07T00:38:40.590Z,"113 km NE of Maumere, Indonesia",earthquake,,10.2,,6,reviewed,us,us
1986-07-07T22:25:09.480Z,-8.086,120.876,196.2,4.5,mb,,,,0.6,us,usp0002vt4,2014-11-07T00:38:40.331Z,"73 km NE of Ruteng, Indonesia",earthquake,,12.8,,4,reviewed,us,us
1986-07-06T09:08:42.640Z,-10.275,124.783,33,4.4,mb,,,,1.5,us,usp0002vrg,2014-11-07T00:38:39.770Z,"71 km SE of Soe, Indonesia",earthquake,,,,2,reviewed,us,us
1986-07-01T06:38:19.460Z,-9.909,118.953,33,4.1,mb,,,,1.3,us,usp0002vmf,2014-11-07T00:38:38.107Z,"146 km W of Waingapu, Indonesia",earthquake,,,,3,reviewed,us,us
1986-06-16T12:56:09.760Z,-10.619,119.18,48.5,5,mb,,,,1.4,us,usp0002v3q,2014-11-07T00:38:33.131Z,"159 km SW of Waingapu, Indonesia",earthquake,,14.6,,5,reviewed,us,us
1986-06-12T15:24:06.130Z,-11.961,121.691,33,3.4,mb,,,,0.8,us,usp0002v07,2014-11-07T00:38:32.590Z,"288 km SW of Kupang, Indonesia",earthquake,,,,1,reviewed,us,us
1986-06-12T15:10:33.450Z,-8.454,123.619,131.2,5.2,mb,,,,1.4,us,usp0002v05,2014-11-07T00:38:32.586Z,"117 km NW of Pante Makasar, Timor Leste",earthquake,,21.6,,5,reviewed,us,us
1986-05-30T22:05:44.490Z,-9.235,121.855,165.2,3.8,mb,,,,1.7,us,usp0002um5,2014-11-07T00:38:26.732Z,"48 km SSE of Ende, Indonesia",earthquake,,30.3,,1,reviewed,us,us
1986-05-22T09:38:38.440Z,-10.484,120.155,33,4.3,mb,,,,1,us,usp0002ua4,2014-11-07T00:38:25.473Z,"92 km S of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
1986-05-21T21:45:04.880Z,-9.878,119.352,33,4.1,mb,,,,1.6,us,usp0002u9e,2014-11-07T00:38:25.399Z,"103 km WSW of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
1986-05-06T12:44:31.220Z,-8.078,123.708,234.5,3.9,mb,,,,0.7,us,usp0002tjv,2014-11-07T00:38:20.746Z,"144 km NNW of Pante Makasar, Timor Leste",earthquake,,12.1,,1,reviewed,us,us
1986-05-04T01:22:53.330Z,-8.105,120.039,186.4,4.7,mb,,,,1.2,us,usp0002tgm,2014-11-07T00:38:20.016Z,"46 km NNE of Labuan Bajo, Indonesia",earthquake,,16,,4,reviewed,us,us
1986-04-28T12:28:13.510Z,-8.363,122.057,68.3,5.1,mb,,,,1.2,us,usp0002t9x,2014-11-07T00:38:16.026Z,"33 km NNW of Maumere, Indonesia",earthquake,,11,,14,reviewed,us,us
1986-04-13T05:24:01.410Z,-11.507,118.17,33,4.9,mb,,,,1.5,us,usp0002svw,2014-11-07T00:38:12.845Z,"south of Sumbawa, Indonesia",earthquake,,,,8,reviewed,us,us
1986-03-28T18:02:20.070Z,-9.089,118.797,103.6,5,mb,,,,1.4,us,usp0002sch,2014-11-07T00:38:06.189Z,"69 km S of Bima, Indonesia",earthquake,,9.8,,8,reviewed,us,us
1986-03-16T07:28:42.590Z,-8.375,119.744,198.2,4.9,mb,,,,1.2,us,usp0002rwr,2014-11-07T00:38:03.590Z,"20 km NW of Labuan Bajo, Indonesia",earthquake,,8.1,,13,reviewed,us,us
1986-03-13T07:53:29.630Z,-10.451,119.123,33,4.4,mb,,,,1.5,us,usp0002rtj,2014-11-07T00:38:03.115Z,"152 km SW of Waingapu, Indonesia",earthquake,,,,3,reviewed,us,us
1986-03-08T10:28:15.390Z,-8.03,120.023,33,4.6,mb,,,,1.3,us,usp0002rng,2014-11-07T00:38:01.946Z,"53 km NNE of Labuan Bajo, Indonesia",earthquake,,,,5,reviewed,us,us
1986-02-28T19:33:06.820Z,-9.955,123.578,33,3.6,mb,,,,0.9,us,usp0002rd9,2014-11-07T00:37:57.037Z,"24 km N of Kupang, Indonesia",earthquake,,,,1,reviewed,us,us
1986-02-28T18:17:54.620Z,-8.764,123.224,33,5.1,mb,,,,1.3,us,usp0002rd6,2014-11-07T00:37:57.025Z,"110 km NNW of Naisano Dua, Indonesia",earthquake,,,,17,reviewed,us,us
1986-02-28T04:05:54.230Z,-10.347,119.252,33,3.8,mb,,,,1,us,usp0002rcf,2014-11-07T00:37:56.975Z,"134 km SW of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
1986-02-27T21:07:19.410Z,-10.308,119.29,33,2.9,mb,,,,1,us,usp0002rc9,2014-11-07T00:37:56.963Z,"128 km SW of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
1986-02-19T05:23:22.000Z,-8.061,123.775,195,4.8,mb,,,,1.3,us,usp0002r42,2014-11-07T00:37:56.004Z,"142 km NNW of Pante Makasar, Timor Leste",earthquake,,11.3,,9,reviewed,us,us
1986-02-04T20:26:16.700Z,-8.23,119.93,204.2,4.2,mb,,,,1.1,us,usp0002qqh,2014-11-07T00:37:53.097Z,"29 km N of Labuan Bajo, Indonesia",earthquake,,17.6,,3,reviewed,us,us
